YEAR,DOY,PRECTOTCORR,T2M,T2MDEW,RH2M,WS10M,PS
2021,96,12.07,9.79,3.82,69.55,1.85,77.9
2021,97,8.67,9.49,0.21,58.03,2.19,77.96
2021,98,0.06,10.6,-1.58,45.03,2.3,77.85
2021,99,0.0,11.03,-4.67,35.8,2.23,77.97
2021,100,0.0,11.79,-3.67,36.49,2.53,78.08
2021,101,0.0,13.19,-0.76,41.6,2.62,78.17
2021,102,0.0,12.38,2.76,54.38,2.13,78.26
2021,103,0.0,13.56,0.91,47.06,3.1,78.13
2021,104,0.22,14.39,3.2,50.25,2.62,78.01
2021,105,0.0,13.88,1.66,47.7,2.42,78.01
2021,106,4.52,12.78,1.87,51.71,2.6,77.88
2021,107,30.95,8.61,4.63,78.41,3.16,77.89
2021,108,1.52,9.04,1.65,63.52,2.22,78.09
2021,109,0.04,10.62,-0.02,52.73,2.9,77.84
2021,110,2.74,9.84,-0.28,53.96,2.25,77.68
2021,111,50.11,7.2,4.84,87.32,2.74,77.65
2021,112,19.24,7.89,2.33,70.02,2.56,77.92
2021,113,34.01,4.23,0.21,77.65,1.93,77.87
2021,114,0.0,6.87,-3.69,53.38,2.49,77.92
2021,115,0.0,9.61,-2.58,47.69,2.89,78.05
2021,116,0.0,12.34,0.63,49.12,2.73,78.02
2021,117,0.0,15.35,4.3,51.2,2.73,78.02
2021,118,0.0,15.37,4.85,53.36,2.67,78.13
2021,119,0.0,14.55,6.0,59.19,1.99,78.11
2021,120,0.0,14.43,6.87,64.19,2.62,78.04
2021,121,0.71,14.0,5.63,60.11,2.27,78.03
2021,122,1.53,14.47,7.1,64.21,2.29,78.03
2021,123,5.52,13.7,9.3,77.15,1.47,77.89
2021,124,3.83,14.72,8.09,67.41,2.42,77.81
2021,125,5.49,13.42,6.81,67.26,2.43,77.88
2021,126,3.28,13.82,7.97,71.75,2.37,77.96
2021,127,2.15,12.27,8.01,78.24,2.65,78.06
2021,128,0.26,13.05,7.04,69.89,2.7,77.93
2021,129,0.9,14.22,7.56,66.43,2.52,77.82
2021,130,1.62,13.46,8.47,74.08,1.56,77.75
2021,131,2.67,13.19,7.49,71.39,2.15,77.71
2021,132,15.29,13.87,7.32,66.82,2.13,77.5
2021,133,10.58,11.75,6.97,75.91,1.46,77.54
2021,134,1.0,12.46,5.11,64.19,2.14,77.59
2021,135,0.07,13.95,4.32,55.26,2.66,77.78
2021,136,0.0,15.07,5.14,55.41,2.69,77.96
2021,137,0.0,16.47,5.65,51.9,2.55,77.97
2021,138,1.07,16.19,6.3,56.07,2.49,77.87
2021,139,0.95,14.96,8.11,66.44,2.66,77.64
2021,140,2.05,15.19,7.63,63.86,2.61,77.46
2021,141,0.65,14.79,5.82,59.11,2.37,77.73
2021,142,0.0,15.52,5.77,55.45,2.34,77.74
2021,143,8.25,14.97,5.62,57.1,2.44,77.76
2021,144,0.67,14.24,4.97,57.55,2.95,77.78
2021,145,0.0,16.01,2.47,43.59,2.68,77.63
2021,146,0.0,17.47,2.61,39.42,2.32,77.54
2021,147,0.0,18.77,4.47,42.18,2.78,77.58
2021,148,0.02,19.21,6.66,47.0,2.91,77.72
2021,149,9.88,19.06,9.63,57.67,2.96,77.82
2021,150,2.57,17.89,10.64,65.96,2.67,77.73
2021,151,8.23,17.51,10.53,67.64,2.63,77.51
2021,152,1.41,15.13,7.29,62.93,2.12,77.65
2021,153,2.36,14.78,9.99,75.87,2.75,77.68
2021,154,1.71,14.5,10.5,79.82,1.78,77.87
2021,155,1.26,16.7,9.8,66.75,2.46,77.88
2021,156,0.72,16.29,9.49,67.46,2.55,77.79
2021,157,0.68,18.2,10.11,61.9,2.52,77.75
2021,158,0.05,19.56,12.19,66.09,2.86,77.59
2021,159,0.0,21.74,11.99,57.95,3.1,77.51
2021,160,0.6,22.65,13.45,58.78,2.95,77.45
2021,161,10.15,21.87,14.34,65.53,2.7,77.4
2021,162,4.46,21.1,13.4,65.38,2.94,77.35
2021,163,12.24,19.6,13.9,73.08,3.13,77.41
2021,164,2.83,18.4,11.98,71.33,2.91,77.42
2021,165,6.01,18.2,10.42,64.66,2.32,77.28
2021,166,4.71,18.23,10.47,64.15,2.5,77.07
2021,167,25.84,16.33,10.94,73.67,1.9,77.25
2021,168,10.95,16.7,10.11,68.91,2.08,77.43
2021,169,7.75,17.24,9.68,63.58,1.89,77.51
2021,170,0.5,17.74,9.89,63.4,2.22,77.49
2021,171,0.37,17.85,10.49,65.18,2.24,77.5
2021,172,0.0,18.54,10.5,62.24,2.46,77.63
2021,173,0.0,19.34,9.91,58.34,2.59,77.66
2021,174,0.7,19.2,9.55,55.89,2.49,77.71
2021,175,0.49,18.62,9.18,57.67,2.95,77.66
2021,176,6.91,18.15,9.37,58.9,2.26,77.57
2021,177,3.17,17.79,10.65,66.39,2.53,77.7
2021,178,0.0,19.69,10.77,60.48,2.96,77.89
2021,179,0.0,20.71,11.88,59.82,2.72,77.83
2021,180,0.0,21.43,11.75,56.78,2.76,77.58
2021,181,0.0,22.09,12.25,56.53,2.97,77.42
2021,182,1.07,21.51,11.47,55.84,2.76,77.3
2021,183,2.29,19.5,9.84,57.95,3.18,77.39
2021,184,2.0,18.52,11.3,65.44,3.0,77.54
2021,185,8.99,19.52,12.31,66.57,2.92,77.65
2021,186,9.32,19.57,13.69,71.46,2.5,77.73
2021,187,0.0,20.58,13.18,65.37,2.58,77.62
2021,188,1.03,20.97,12.72,62.58,2.68,77.56
2021,189,0.76,21.11,13.25,63.93,2.56,77.57
2021,190,2.38,20.55,14.21,70.49,2.6,77.6
2021,191,7.27,20.2,15.97,79.0,2.75,77.58
2021,192,21.01,19.76,16.12,82.17,2.5,77.66
2021,193,79.14,16.94,14.8,89.98,1.86,77.77
2021,194,10.63,18.13,14.79,84.09,2.07,77.7
2021,195,11.44,18.41,15.61,86.52,2.7,77.73
2021,196,3.53,18.96,15.39,83.22,1.91,77.8
2021,197,0.26,19.79,16.39,83.58,2.1,77.91
2021,198,1.84,20.5,17.68,86.16,2.64,77.66
2021,199,16.11,20.56,17.94,87.24,2.66,77.4
2021,200,34.69,19.68,18.07,91.87,3.0,77.27
2021,201,14.98,19.05,17.31,91.29,2.77,77.26
2021,202,4.27,18.91,16.66,89.22,2.26,77.22
2021,203,4.59,18.64,15.62,85.96,2.32,77.23
2021,204,3.68,18.94,16.08,85.89,1.79,77.36
2021,205,6.03,19.09,17.37,91.47,3.25,77.46
2021,206,6.5,20.21,17.29,85.08,2.55,77.4
2021,207,19.38,19.72,18.36,92.96,2.68,77.17
2021,208,42.5,20.66,18.92,91.52,2.74,77.0
2021,209,18.66,18.66,17.31,93.62,3.37,77.08
2021,210,31.3,18.14,15.37,86.27,2.27,77.22
2021,211,16.58,18.49,16.24,89.3,2.49,77.37
2021,212,4.16,18.35,15.99,88.24,2.4,77.45
2021,213,0.37,18.66,16.6,89.87,2.42,77.3
2021,214,4.81,18.63,16.81,91.05,2.6,77.4
2021,215,3.46,18.93,16.11,86.49,1.81,77.53
2021,216,6.51,18.62,16.74,91.11,2.28,77.54
2021,217,5.95,18.67,16.19,87.94,2.33,77.48
2021,218,3.2,18.69,15.36,84.57,2.47,77.49
2021,219,5.08,18.64,16.01,87.3,2.0,77.61
2021,220,10.38,18.32,16.34,90.46,2.35,77.71
2021,221,13.7,18.18,15.05,85.16,2.04,77.73
2021,222,7.3,18.02,15.61,88.35,2.1,77.57
2021,223,5.77,18.21,15.89,88.89,2.42,77.57
2021,224,4.22,17.83,15.23,87.04,2.05,77.68
2021,225,1.46,18.76,16.88,90.63,2.58,77.54
2021,226,11.52,17.48,15.19,89.19,2.86,77.38
2021,227,3.27,16.81,13.23,83.4,1.76,77.51
2021,228,0.01,17.52,12.36,75.74,2.1,77.78
2021,229,0.0,18.12,13.46,78.14,2.25,77.77
2021,230,0.15,18.35,15.07,84.07,2.26,77.63
2021,231,12.65,18.41,15.01,83.75,1.97,77.63
2021,232,6.36,17.81,14.73,84.99,1.94,77.77
2021,233,24.38,17.52,14.66,85.78,0.88,77.91
2021,234,5.46,17.82,15.7,89.93,1.87,77.87
2021,235,5.04,18.36,16.46,90.74,2.06,77.63
2021,236,9.63,18.54,17.0,91.99,2.68,77.52
2021,237,18.7,18.77,16.98,91.22,2.83,77.37
2021,238,1.69,18.09,16.17,90.39,2.34,77.31
2021,239,8.38,17.89,15.68,88.91,2.49,77.49
2021,240,5.74,17.43,14.7,86.43,2.21,77.55
2021,241,2.08,17.08,13.01,80.64,1.91,77.63
2021,242,1.89,16.87,12.48,79.19,1.97,77.86
2021,243,2.23,17.06,12.87,80.62,1.74,78.03
2021,244,1.24,16.6,12.28,80.13,1.84,78.0
2021,245,5.93,16.8,13.45,84.13,1.42,77.79
2021,246,7.24,16.18,13.3,86.69,1.46,77.71
2021,247,3.91,17.35,14.33,84.8,2.0,77.65
2021,248,2.74,18.11,16.07,90.15,1.68,77.67
2021,249,2.04,18.76,16.71,90.26,1.97,77.83
2021,250,3.26,18.2,16.59,91.94,2.53,77.9
2021,251,17.56,15.72,13.64,91.37,1.26,77.9
2021,252,17.64,16.55,14.79,92.1,1.67,77.75
2021,253,18.6,16.07,14.36,92.85,1.34,77.76
2021,254,8.67,15.73,12.85,86.16,1.92,77.82
2021,255,43.26,16.17,13.15,84.55,1.62,77.63
2021,256,9.12,16.64,12.72,80.97,1.8,77.65
2021,257,1.93,16.91,12.7,79.87,1.77,77.85
2021,258,3.01,17.25,14.89,88.23,1.88,77.88
2021,259,15.57,17.16,15.73,93.5,2.86,77.67
2021,260,4.81,17.01,15.48,92.51,2.09,77.69
2021,261,0.17,17.87,15.24,87.86,1.88,77.84
2021,262,3.62,17.99,17.02,94.78,2.77,77.98
2021,263,15.28,17.8,16.24,92.79,1.94,77.93
2021,264,10.59,16.93,13.45,84.0,1.43,77.83
2021,265,5.1,15.76,12.02,81.69,1.63,77.76
2021,266,22.36,15.19,12.88,88.98,1.57,77.89
2021,267,0.76,15.59,11.37,80.04,2.01,77.98
2021,268,0.0,16.48,13.21,84.22,2.04,77.84
2021,269,0.8,16.93,14.74,89.2,2.41,77.83
2021,270,0.05,17.08,15.13,90.38,1.9,77.92
2021,271,2.7,16.81,14.46,88.96,2.0,78.02
2021,272,1.9,16.53,14.51,90.48,1.87,78.08
2021,273,2.22,16.76,15.21,92.55,2.3,78.12
2021,274,4.37,16.53,14.63,91.51,1.88,78.06
2021,275,2.29,16.49,13.88,88.31,1.94,77.95
2021,276,0.07,16.04,12.9,85.97,2.09,77.81
2021,277,1.79,15.41,11.33,81.82,1.67,77.81
2021,278,0.21,14.85,8.54,70.8,1.67,78.04
2021,279,0.0,15.51,10.71,78.89,1.95,77.98
2021,280,0.0,15.9,9.15,72.4,1.94,77.84
2021,281,0.0,15.33,8.31,70.71,2.02,77.76
2021,282,0.0,14.16,6.83,66.97,2.11,77.81
2021,283,0.01,14.36,6.91,64.98,2.01,77.89
2021,284,0.0,13.46,3.9,57.04,2.01,77.88
2021,285,0.0,13.75,4.88,60.22,1.87,77.89
2021,286,0.0,13.49,4.82,60.9,1.94,77.88
2021,287,0.0,14.36,3.84,53.51,2.04,77.94
2021,288,0.0,15.49,3.79,49.42,1.97,77.84
2021,289,0.0,15.29,5.36,54.93,1.83,77.88
2021,290,5.17,13.16,6.2,67.37,2.0,77.96
2021,291,20.35,10.38,6.23,79.53,1.54,77.72
2021,292,0.01,11.61,4.6,68.01,1.79,77.76
2021,293,0.0,13.26,5.39,63.34,2.04,78.04
2021,294,0.0,13.14,3.25,55.11,2.15,78.01
2021,295,0.0,12.17,1.73,52.18,2.05,78.03
2021,296,3.51,10.04,2.58,63.41,1.78,78.1
2021,297,15.96,8.71,3.02,71.15,1.61,78.18
2021,298,0.93,7.56,0.77,65.94,1.91,78.14
2021,299,2.15,8.25,0.41,61.95,2.01,78.01
2021,300,1.1,8.18,1.5,67.81,1.83,78.17
2021,301,0.0,9.33,-0.24,54.55,2.22,78.24
2021,302,0.0,9.9,0.8,56.28,2.02,78.4
2021,303,0.0,9.14,-0.8,52.88,2.14,78.32
2021,304,0.0,9.56,-0.62,52.29,1.98,78.08
2021,305,0.0,9.31,-0.18,52.96,1.52,78.09
2021,306,0.28,7.8,0.16,61.62,1.93,78.21
2021,307,0.25,7.62,1.79,69.72,1.66,78.17
2021,308,0.0,8.07,1.2,64.88,1.71,78.04
2021,309,0.0,8.6,1.28,62.54,1.94,78.03
2021,310,0.0,8.51,-1.75,51.54,2.16,77.94
2021,311,0.0,8.73,-1.97,48.93,2.04,77.95
2021,312,0.0,8.95,-2.31,48.07,2.13,78.08
2021,313,0.0,10.36,-2.25,43.66,1.89,78.13
2021,314,0.0,10.3,-3.57,39.9,1.68,78.11
2021,315,0.0,9.53,-4.08,40.78,1.83,78.03
2021,316,0.0,9.84,-4.35,38.98,1.74,78.06
2021,317,0.0,9.57,-4.56,38.84,1.87,78.04
2021,318,0.0,8.89,-4.98,40.36,1.67,77.9
2021,319,0.0,7.11,-5.0,44.15,1.84,77.8
2021,320,0.0,7.58,-4.93,43.04,2.1,77.91
2021,321,0.0,9.32,-6.3,34.91,1.73,78.1
2021,322,0.0,9.36,-5.32,37.33,1.67,77.99
2021,323,0.0,8.68,-4.06,42.2,1.76,77.85
2021,324,0.0,8.83,-3.11,45.29,1.86,77.87
2021,325,0.0,7.86,-3.13,48.81,2.28,78.01
2021,326,0.0,8.38,-5.44,39.65,2.05,77.91
2021,327,0.0,8.98,-6.23,35.7,1.87,77.81
2021,328,0.0,8.55,-5.55,37.87,1.81,77.98
2021,329,0.0,7.45,-3.8,46.41,1.88,78.02
2021,330,0.0,6.66,-4.27,47.69,2.01,77.96
2021,331,0.0,7.28,-4.54,44.39,1.61,78.07
2021,332,0.0,6.73,-3.61,50.29,1.82,78.2
2021,333,0.0,7.14,-5.63,42.29,1.84,78.24
2021,334,0.0,8.12,-6.55,36.59,1.69,78.14
2021,335,0.0,7.47,-6.18,39.35,1.21,78.2
2021,336,0.96,8.7,-2.62,46.5,1.52,78.22
2021,337,3.41,7.09,1.85,72.2,1.61,78.27
2021,338,0.04,8.23,1.07,64.08,1.65,78.16
2021,339,7.48,6.06,2.3,79.46,2.24,78.1
2021,340,7.58,2.98,-0.72,81.68,1.62,78.0
2021,341,0.0,1.96,-8.22,52.6,2.59,78.1
2021,342,0.0,5.88,-6.14,43.7,1.62,78.12
2021,343,0.0,3.73,-5.55,52.87,2.12,78.31
2021,344,0.0,2.12,-9.25,46.88,2.79,78.24
2021,345,0.0,2.8,-9.91,41.13,2.66,78.12
2021,346,0.0,4.55,-8.95,37.83,1.57,78.17
2021,347,0.0,3.73,-7.85,44.47,1.67,78.02
2021,348,0.0,1.85,-5.36,61.91,1.78,77.89
2021,349,0.0,0.64,-7.82,56.03,2.04,77.91
2021,350,0.0,-0.59,-8.28,58.67,1.85,77.86
2021,351,0.31,-0.94,-7.89,61.02,1.5,77.92
2021,352,0.03,0.09,-10.49,47.37,1.77,77.93
2021,353,0.0,1.38,-12.33,37.24,2.74,78.04
2021,354,0.0,4.25,-10.26,34.47,2.19,78.0
2021,355,0.0,4.34,-8.01,40.94,1.89,77.96
2021,356,0.0,4.39,-7.34,43.45,2.11,77.82
2021,357,0.0,4.57,-4.64,52.87,1.81,77.79
2021,358,0.0,3.33,-3.58,63.38,1.9,77.76
2021,359,0.0,2.4,-4.89,61.42,1.81,77.86
2021,360,2.08,2.26,-3.26,69.54,1.98,78.0
2021,361,0.06,0.52,-5.13,71.14,1.69,78.03
2021,362,0.0,0.42,-7.52,58.19,2.04,77.96
2021,363,0.0,0.5,-7.26,59.83,1.77,77.94
2021,364,0.0,0.64,-9.72,48.4,2.09,78.28
2021,365,0.0,2.49,-9.03,43.65,1.97,78.3
2022,1,0.0,3.25,-7.71,45.67,2.03,78.24
2022,2,0.0,3.47,-4.29,58.41,2.06,78.18
2022,3,0.52,4.59,-5.95,48.52,2.1,78.12
2022,4,15.69,3.82,-0.91,73.59,1.3,78.07
2022,5,39.69,0.73,-0.97,90.53,1.54,77.79
2022,6,1.48,0.51,-1.77,88.93,1.6,77.84
2022,7,3.51,1.48,-3.11,75.63,2.59,77.86
2022,8,15.27,1.28,-1.14,87.21,3.35,77.73
2022,9,27.36,0.55,-1.71,88.9,1.53,77.67
2022,10,11.68,-1.23,-4.12,84.89,1.59,77.74
2022,11,0.42,-2.79,-9.7,65.57,2.41,77.86
2022,12,0.42,-0.38,-7.36,63.59,2.16,77.78
2022,13,0.0,0.05,-7.86,60.47,1.97,77.79
2022,14,0.0,-2.69,-9.97,66.09,2.74,77.87
2022,15,0.0,-1.15,-10.94,55.51,2.9,78.04
2022,16,0.0,3.4,-7.26,48.63,2.22,78.12
2022,17,0.0,3.39,-4.41,58.82,1.71,78.18
2022,18,0.0,2.55,-3.87,66.37,1.77,78.01
2022,19,2.15,1.78,-6.01,60.51,1.64,77.71
2022,20,2.32,1.44,-1.89,82.42,1.47,77.35
2022,21,3.72,-0.05,-3.61,85.04,1.8,77.38
2022,22,8.97,-0.12,-3.58,84.17,1.64,77.05
2022,23,20.63,-0.46,-2.82,88.13,1.25,77.11
2022,24,5.99,-1.74,-3.85,90.23,1.18,77.35
2022,25,1.89,-1.69,-6.89,74.53,1.59,77.43
2022,26,1.54,-1.62,-5.15,84.01,1.45,77.51
2022,27,0.01,-2.57,-8.42,74.52,2.31,77.67
2022,28,0.0,0.82,-10.39,48.54,2.09,77.77
2022,29,0.0,2.47,-5.91,56.95,2.23,77.92
2022,30,0.0,1.82,-8.04,53.0,1.96,77.64
2022,31,0.0,2.52,-5.31,58.55,1.61,77.55
2022,32,0.0,0.78,-4.99,71.85,1.82,77.45
2022,33,3.96,3.0,-7.0,55.76,1.48,77.44
2022,34,21.19,-0.61,-2.17,93.38,1.25,77.08
2022,35,15.19,-2.23,-4.38,91.15,1.18,77.05
2022,36,0.01,-2.91,-9.98,67.33,2.34,77.47
2022,37,0.0,3.31,-5.9,54.42,1.69,77.8
2022,38,0.0,2.52,-2.01,75.93,1.72,77.83
2022,39,0.0,0.38,-4.72,76.06,2.12,77.69
2022,40,0.42,0.17,-3.49,81.85,1.66,77.71
2022,41,0.0,-1.07,-6.33,75.83,2.34,77.86
2022,42,0.0,-0.37,-10.09,57.63,2.88,77.79
2022,43,0.0,2.42,-8.88,47.46,2.19,77.77
2022,44,0.0,1.87,-7.5,55.47,2.28,77.72
2022,45,0.0,3.28,-4.33,62.01,1.95,77.73
2022,46,0.0,2.59,-3.27,69.37,1.83,77.75
2022,47,0.0,1.64,-4.36,70.54,2.37,77.59
2022,48,0.0,0.83,-6.67,63.71,2.41,77.58
2022,49,0.0,0.78,-8.34,59.37,2.72,77.69
2022,50,0.39,1.13,-6.27,63.73,2.36,77.75
2022,51,0.12,1.92,-4.52,67.26,2.34,77.26
2022,52,0.0,2.09,-8.69,51.11,2.44,77.36
2022,53,5.75,5.42,-2.36,60.69,2.75,77.64
2022,54,10.73,4.07,1.25,85.53,3.08,77.9
2022,55,11.33,3.01,0.64,88.48,1.98,77.98
2022,56,6.32,1.78,-1.78,82.59,1.9,78.01
2022,57,13.21,0.01,-2.69,86.83,2.11,77.99
2022,58,0.43,0.19,-6.12,71.22,2.37,78.11
2022,59,0.0,2.73,-7.3,55.5,2.53,78.03
2022,60,0.0,5.37,-1.92,62.44,1.9,78.09
2022,61,0.0,5.42,-1.57,64.38,1.7,78.11
2022,62,9.94,4.67,-0.58,72.96,2.12,78.06
2022,63,0.6,4.02,-1.29,73.66,1.92,78.09
2022,64,0.0,5.48,-4.24,56.51,2.27,78.03
2022,65,0.0,9.03,-1.44,51.51,1.31,78.01
2022,66,0.0,7.7,1.2,66.2,1.59,78.18
2022,67,0.0,6.81,-1.51,60.41,2.38,78.16
2022,68,0.0,8.29,-2.05,51.52,1.53,78.06
2022,69,0.0,7.95,-2.05,53.61,1.9,78.0
2022,70,0.0,8.14,-1.36,56.12,2.46,78.05
2022,71,0.0,9.48,-2.87,46.88,2.19,77.98
2022,72,0.0,11.21,-0.61,48.84,1.9,78.02
2022,73,0.0,12.26,-1.3,43.95,2.0,78.08
2022,74,0.0,11.72,1.23,52.72,2.54,77.94
2022,75,0.0,11.74,0.05,49.4,2.7,77.79
2022,76,0.0,13.44,-1.08,41.11,2.02,77.96
2022,77,0.0,13.47,1.18,48.87,1.83,78.04
2022,78,0.35,13.47,4.03,57.81,2.28,77.88
2022,79,0.27,13.29,4.26,56.89,2.23,77.75
2022,80,0.0,13.39,2.22,50.52,2.33,77.88
2022,81,0.0,13.49,-0.17,41.78,2.61,77.84
2022,82,0.0,12.8,0.67,45.76,2.41,77.84
2022,83,0.16,11.78,1.44,52.62,2.61,77.7
2022,84,0.0,11.87,1.49,52.03,2.83,77.73
2022,85,0.0,12.55,-0.27,45.24,2.85,77.9
2022,86,0.0,14.05,-0.97,38.39,2.76,77.98
2022,87,0.0,14.04,0.76,43.56,2.71,78.02
2022,88,0.0,14.27,-1.55,38.46,2.8,77.91
2022,89,0.0,14.49,-3.48,31.48,2.31,77.94
2022,90,0.0,13.78,-2.08,36.44,2.33,78.04
2022,91,0.0,14.65,0.17,40.73,2.88,77.92
2022,92,0.0,15.09,0.81,39.74,2.39,78.06
2022,93,0.0,14.02,-1.9,36.65,2.4,78.07
2022,94,0.0,14.7,-0.29,38.65,2.67,78.0
2022,95,0.0,15.0,0.11,39.45,2.49,78.22
2022,96,0.0,15.43,0.52,39.28,2.64,78.23
2022,97,0.0,15.69,2.88,45.12,2.7,78.18
2022,98,0.0,16.12,3.05,45.41,2.89,78.04
2022,99,0.0,16.38,1.98,40.88,2.72,77.96
2022,100,0.0,16.37,2.66,43.73,2.85,77.88
2022,101,0.0,17.5,3.47,42.51,2.68,77.87
2022,102,0.0,17.46,3.33,41.72,1.77,77.87
2022,103,6.29,15.46,4.11,49.79,2.94,77.73
2022,104,2.34,13.94,4.05,54.47,2.69,77.65
2022,105,0.24,13.33,1.96,51.56,2.67,77.57
2022,106,0.17,14.18,3.89,52.26,2.14,77.58
2022,107,0.0,15.11,2.86,47.73,2.59,77.75
2022,108,0.0,16.93,4.14,45.72,2.4,77.93
2022,109,0.03,17.26,4.8,46.88,2.37,78.1
2022,110,0.0,16.8,3.96,46.2,2.5,77.93
2022,111,2.02,14.41,4.55,55.39,1.84,77.95
2022,112,1.61,13.34,4.24,57.62,2.56,77.97
2022,113,0.01,13.94,1.43,46.83,2.68,77.98
2022,114,0.0,15.25,2.38,45.24,2.71,77.81
2022,115,0.0,15.87,3.47,46.53,3.0,77.8
2022,116,0.0,16.1,3.13,45.1,2.81,77.87
2022,117,0.0,17.9,2.14,37.79,2.87,77.87
2022,118,1.72,18.4,3.46,40.17,2.93,77.95
2022,119,0.68,18.44,4.34,43.51,2.93,77.97
2022,120,0.19,19.26,4.18,39.56,2.48,77.73
2022,121,0.58,18.54,4.06,41.18,2.35,77.68
2022,122,0.01,18.36,4.05,41.9,2.76,77.66
2022,123,9.06,17.65,6.6,50.64,2.33,77.81
2022,124,2.48,16.11,7.33,59.3,2.3,77.98
2022,125,0.87,15.4,6.05,57.99,2.75,77.85
2022,126,1.05,16.02,6.13,54.77,2.65,77.83
2022,127,0.1,15.67,6.25,55.23,2.59,77.87
2022,128,0.0,17.34,5.79,49.91,2.71,77.78
2022,129,0.99,17.72,7.37,53.88,2.6,77.78
2022,130,0.29,18.48,7.41,51.67,2.73,77.78
2022,131,2.11,19.17,8.17,51.5,2.88,77.68
2022,132,2.67,19.94,6.99,47.23,2.51,77.61
2022,133,0.17,19.97,4.03,38.72,3.0,77.46
2022,134,0.0,20.98,0.67,28.85,3.08,77.47
2022,135,0.06,21.71,-0.67,24.52,2.84,77.64
2022,136,1.72,20.6,2.39,33.56,2.9,77.62
2022,137,3.75,17.83,5.38,47.02,3.18,77.55
2022,138,0.3,18.02,6.01,49.1,2.87,77.7
2022,139,0.23,19.63,3.84,38.56,3.15,77.72
2022,140,0.92,19.88,3.1,35.23,2.98,77.56
2022,141,0.78,18.44,1.5,34.49,2.29,77.31
2022,142,2.61,17.61,3.24,39.95,3.17,77.12
2022,143,11.66,15.19,5.54,56.49,2.92,77.25
2022,144,15.27,12.0,6.87,74.25,1.51,77.59
2022,145,0.05,14.98,6.93,61.33,2.3,77.71
2022,146,0.0,16.86,9.25,63.47,2.79,77.61
2022,147,0.4,18.41,10.76,63.91,3.12,77.43
2022,148,2.17,19.49,9.36,55.23,2.67,77.41
2022,149,0.6,18.3,7.21,52.92,2.71,77.47
2022,150,6.44,17.56,7.0,54.27,2.98,77.54
2022,151,0.16,17.53,7.09,54.45,2.71,77.55
2022,152,0.0,18.68,4.75,44.19,2.77,77.63
2022,153,0.0,18.82,2.68,37.65,3.13,77.61
2022,154,0.0,19.07,2.41,36.57,2.68,77.53
2022,155,0.0,19.71,3.13,36.24,2.61,77.59
2022,156,0.0,20.43,3.59,36.6,2.81,77.62
2022,157,0.0,21.43,5.31,37.44,2.81,77.57
2022,158,0.0,21.47,4.74,37.0,3.06,77.53
2022,159,0.0,21.6,4.81,36.3,2.94,77.49
2022,160,0.02,21.12,4.79,36.69,3.2,77.43
2022,161,0.83,21.31,4.12,35.3,3.22,77.47
2022,162,1.55,21.51,4.87,36.93,3.28,77.51
2022,163,0.75,21.33,6.07,40.17,2.64,77.62
2022,164,0.22,21.66,6.56,41.29,3.0,77.74
2022,165,0.0,22.69,6.52,37.05,2.7,77.64
2022,166,6.73,22.06,8.97,45.07,2.93,77.5
2022,167,13.26,19.2,11.11,63.43,2.92,77.54
2022,168,11.18,17.83,11.47,69.67,2.83,77.49
2022,169,13.85,16.46,10.84,74.51,2.09,77.51
2022,170,0.41,16.11,9.22,67.96,2.22,77.46
2022,171,4.77,15.86,9.22,69.2,2.29,77.34
2022,172,3.66,16.27,8.03,62.55,2.86,77.31
2022,173,2.24,17.21,8.52,60.42,1.99,77.74
2022,174,0.13,19.18,8.86,54.61,2.54,77.8
2022,175,0.0,19.96,9.32,54.19,2.64,77.64
2022,176,0.0,20.85,10.87,56.07,2.66,77.52
2022,177,0.07,21.31,11.77,57.97,2.62,77.65
2022,178,1.24,21.58,12.86,60.69,2.84,77.71
2022,179,4.22,21.52,14.31,66.61,2.65,77.5
2022,180,12.15,21.15,15.73,74.33,2.74,77.28
2022,181,15.12,19.65,15.77,81.16,3.02,77.31
2022,182,11.73,18.51,16.31,89.11,2.24,77.41
2022,183,14.6,19.85,16.62,84.18,2.79,77.32
2022,184,27.58,19.69,17.08,87.09,2.83,77.43
2022,185,6.11,19.16,17.42,91.19,2.47,77.46
2022,186,17.67,20.49,17.64,86.23,1.89,77.49
2022,187,19.3,19.65,17.5,89.13,1.99,77.75
2022,188,7.67,19.81,17.55,88.9,2.93,77.81
2022,189,10.35,19.4,17.5,90.32,2.28,77.62
2022,190,9.24,19.8,17.24,87.46,2.54,77.43
2022,191,39.61,18.61,16.98,91.73,2.3,77.48
2022,192,12.12,19.25,16.69,87.54,2.4,77.57
2022,193,11.8,19.29,17.24,89.77,3.03,77.51
2022,194,16.5,19.4,17.21,89.3,2.34,77.39
2022,195,36.02,18.4,16.51,90.65,3.33,77.46
2022,196,6.82,18.11,14.04,79.89,1.62,77.7
2022,197,24.09,19.47,14.39,75.04,1.81,77.75
2022,198,8.57,19.08,15.4,82.27,1.75,77.88
2022,199,0.12,20.09,16.46,81.99,2.33,77.71
2022,200,12.54,19.74,17.93,91.23,2.71,77.5
2022,201,13.87,18.78,18.02,96.44,2.82,77.36
2022,202,4.22,18.34,15.72,89.01,2.16,77.59
2022,203,1.68,18.89,16.84,90.29,2.11,77.69
2022,204,17.44,18.19,16.41,91.77,1.97,77.71
2022,205,4.03,17.79,16.62,94.76,3.17,77.7
